7733048	0.03	-0.08	0.03	1.43	-1.18	-9.97	-19.70	20.76	10.09	28
7738256	0.03	-0.09	0.04	1.36	-1.21	-9.92	-19.70	20.76	10.09	28
7745464	0.03	-0.09	0.04	1.36	-1.21	-9.92	-19.70	20.76	10.09	28
7756344	0.03	-0.09	0.04	1.36	-1.21	-9.92	-19.70	20.76	10.09	28
7767252	0.03	-0.11	0.04	1.30	-1.24	-9.91	-18.28	20.05	11.80	28
7778104	0.03	-0.11	0.04	1.30	-1.24	-9.91	-18.28	20.05	11.80	28
7788996	0.02	-0.12	0.03	1.27	-1.23	-9.88	-18.28	20.05	11.80	28
7799872	0.00	-0.12	0.02	1.31	-1.20	-9.87	-18.28	20.05	11.80	28
7810748	0.00	-0.12	0.02	1.31	-1.20	-9.87	-18.28	20.05	11.80	28
7821656	-0.01	-0.11	0.01	1.27	-1.19	-9.84	-18.28	20.05	11.80	28
7832704	-0.01	-0.11	0.01	1.27	-1.19	-9.84	-18.28	20.05	11.80	28
7843724	-0.02	-0.10	0.01	1.25	-1.22	-9.91	-18.28	20.05	11.80	28
7854780	-0.02	-0.10	0.01	1.25	-1.22	-9.91	-18.28	20.05	11.80	28
7865824	-0.00	-0.09	0.01	1.25	-1.21	-9.96	-18.28	20.05	11.80	28
7876904	-0.00	-0.09	0.01	1.25	-1.21	-9.96	-18.28	20.05	11.80	28
7887936	0.01	-0.08	0.01	1.20	-1.20	-10.02	-18.46	19.17	11.97	28
7898980	0.01	-0.07	0.01	1.14	-1.23	-10.00	-18.46	19.17	11.97	28
7910028	0.01	-0.07	0.01	1.14	-1.23	-10.00	-18.46	19.17	11.97	28
7921088	0.01	-0.07	0.00	1.14	-1.21	-10.00	-18.46	19.17	11.97	28
7932156	0.01	-0.07	0.00	1.14	-1.21	-10.00	-18.46	19.17	11.97	28
7943184	0.01	-0.07	-0.01	1.13	-1.22	-9.97	-18.46	19.17	11.97	28
7954224	0.01	-0.07	-0.01	1.13	-1.22	-9.97	-18.46	19.17	11.97	28
7965276	0.00	-0.07	-0.01	1.06	-1.19	-9.94	-18.46	19.17	11.97	28
7976352	0.00	-0.07	-0.01	1.06	-1.19	-9.94	-18.46	19.17	11.97	28
7987404	-0.01	-0.06	-0.02	1.06	-1.19	-9.94	-18.46	19.17	11.97	28
7998624	-0.01	-0.05	-0.02	1.11	-1.16	-9.96	-17.39	19.88	12.31	28
8009824	-0.01	-0.05	-0.02	1.11	-1.16	-9.96	-17.39	19.88	12.31	28
8021048	0.00	-0.03	-0.02	1.11	-1.16	-9.99	-17.39	19.88	12.31	28
8032084	0.00	-0.03	-0.02	1.11	-1.16	-9.99	-17.39	19.88	12.31	28
8043140	0.01	-0.02	-0.01	1.11	-1.18	-9.99	-17.39	19.88	12.31	28
8054192	0.01	-0.02	-0.01	1.11	-1.18	-9.99	-17.39	19.88	12.31	28
8065264	0.02	0.00	-0.01	1.10	-1.17	-9.95	-17.39	19.88	12.31	28
8076116	0.02	0.00	-0.01	1.10	-1.17	-9.95	-17.39	19.88	12.31	28
8086996	0.02	0.01	-0.00	1.11	-1.21	-9.91	-17.39	19.88	12.31	28
8097880	0.02	0.01	-0.00	1.11	-1.21	-9.91	-17.39	19.88	12.31	28
8108756	0.02	0.02	-0.00	1.19	-1.21	-9.94	-17.39	19.88	12.31	28
8119664	0.02	0.03	0.00	1.21	-1.21	-9.98	-17.04	20.23	10.95	28
8130348	0.02	0.03	0.00	1.21	-1.21	-9.98	-17.04	20.23	10.95	28
8141088	0.02	0.03	0.00	1.24	-1.21	-10.01	-17.04	20.23	10.95	28
8151940	0.02	0.03	0.00	1.24	-1.21	-10.01	-17.04	20.23	10.95	28
8162812	0.01	0.02	0.00	1.23	-1.23	-9.99	-17.04	20.23	10.95	28
8173524	0.01	0.02	0.00	1.23	-1.23	-9.99	-17.04	20.23	10.95	28
8184244	0.01	0.01	0.01	1.23	-1.25	-9.93	-17.04	20.23	10.95	28
8194944	0.01	0.01	0.01	1.23	-1.25	-9.93	-17.04	20.23	10.95	28
8205684	0.00	-0.00	0.00	1.30	-1.23	-9.96	-17.04	20.23	10.95	28
8216536	0.00	-0.00	0.00	1.30	-1.23	-9.96	-17.04	20.23	10.95	28
8227416	-0.01	-0.01	0.01	1.36	-1.23	-9.95	-17.04	20.23	10.95	28
8238496	-0.01	-0.01	0.01	1.45	-1.28	-10.03	-17.04	20.23	10.95	28
8249716	-0.01	-0.01	0.01	1.45	-1.28	-10.03	-17.04	20.23	10.95	28
8260940	0.01	0.00	0.01	1.44	-1.31	-10.09	-18.81	19.52	11.29	28
8271792	0.01	0.00	0.01	1.44	-1.31	-10.09	-18.81	19.52	11.29	28
8282668	0.01	0.00	0.01	1.36	-1.31	-10.09	-18.81	19.52	11.29	28
8293576	0.01	0.00	0.01	1.36	-1.31	-10.09	-18.81	19.52	11.29	28
8304428	0.01	-0.01	0.01	1.29	-1.34	-9.96	-18.81	19.52	11.29	28
8315312	0.01	-0.01	0.01	1.29	-1.34	-9.96	-18.81	19.52	11.29	28
8326212	0.01	-0.03	0.01	1.22	-1.36	-9.88	-18.81	19.52	11.29	28
8337064	0.01	-0.03	0.01	1.22	-1.36	-9.88	-18.81	19.52	11.29	28
8347980	0.00	-0.04	-0.00	1.21	-1.33	-9.69	-18.81	19.52	11.29	28
8359004	0.00	-0.05	-0.01	1.21	-1.30	-9.66	-18.81	19.52	11.29	28
8370048	0.00	-0.05	-0.01	1.21	-1.30	-9.66	-18.81	19.52	11.29	28
8381100	-0.00	-0.03	-0.01	1.30	-1.26	-9.67	-18.10	20.59	11.63	28
8392316	-0.00	-0.03	-0.01	1.30	-1.26	-9.67	-18.10	20.59	11.63	28
8403536	0.01	-0.01	-0.01	1.28	-1.26	-9.66	-18.10	20.59	11.63	28
8414612	0.01	-0.01	-0.01	1.28	-1.26	-9.66	-18.10	20.59	11.63	28
8425660	0.04	0.01	-0.01	1.31	-1.27	-9.77	-18.10	20.59	11.63	28
8436520	0.04	0.01	-0.01	1.31	-1.27	-9.77	-18.10	20.59	11.63	28
8447408	0.07	0.03	-0.01	1.35	-1.26	-9.86	-18.10	20.59	11.63	28
8458308	0.07	0.03	-0.01	1.35	-1.26	-9.86	-18.10	20.59	11.63	28
8469160	0.09	0.03	-0.01	1.36	-1.27	-9.92	-18.10	20.59	11.63	28
8480064	0.08	0.02	-0.02	1.34	-1.28	-9.87	-18.10	20.59	11.63	28
8490916	0.08	0.02	-0.02	1.34	-1.28	-9.87	-18.10	20.59	11.63	28
8501796	0.04	0.00	-0.04	1.30	-1.25	-9.78	-16.50	21.47	11.80	28
8512704	0.04	0.00	-0.04	1.30	-1.25	-9.78	-16.50	21.47	11.80	28
8523564	-0.02	-0.02	-0.06	1.34	-1.19	-9.75	-16.50	21.47	11.80	28
8534780	-0.02	-0.02	-0.06	1.34	-1.19	-9.75	-16.50	21.47	11.80	28
8546000	-0.07	-0.04	-0.09	1.41	-1.20	-9.84	-16.50	21.47	11.80	28
8557220	-0.07	-0.04	-0.09	1.41	-1.20	-9.84	-16.50	21.47	11.80	28
8568444	-0.10	-0.05	-0.10	1.49	-1.21	-9.94	-16.50	21.47	11.80	28
8579668	-0.11	-0.06	-0.10	1.49	-1.19	-10.08	-16.50	21.47	11.80	28
8591052	-0.11	-0.06	-0.10	1.49	-1.19	-10.08	-16.50	21.47	11.80	28
8602444	-0.10	-0.07	-0.10	1.39	-1.23	-10.03	-16.50	21.47	11.80	28
8613832	-0.10	-0.07	-0.10	1.39	-1.23	-10.03	-16.50	21.47	11.80	28
8625228	-0.08	-0.09	-0.09	1.30	-1.24	-9.94	-19.52	19.88	11.29	28
8636448	-0.08	-0.09	-0.09	1.30	-1.24	-9.94	-19.52	19.88	11.29	28
8647660	-0.05	-0.10	-0.07	1.32	-1.21	-9.87	-19.52	19.88	11.29	28
8658876	-0.04	-0.10	-0.06	1.53	-1.19	-9.94	-19.52	19.88	11.29	28
8670096	-0.04	-0.10	-0.06	1.53	-1.19	-9.94	-19.52	19.88	11.29	28
8681320	-0.03	-0.07	-0.05	1.61	-1.15	-9.95	-19.52	19.88	11.29	28
8692540	-0.03	-0.07	-0.05	1.61	-1.15	-9.95	-19.52	19.88	11.29	28
8703760	-0.03	-0.03	-0.04	1.53	-1.17	-9.93	-19.52	19.88	11.29	28
8714980	-0.03	-0.03	-0.04	1.53	-1.17	-9.93	-19.52	19.88	11.29	28
8726196	-0.03	-0.01	-0.04	1.42	-1.18	-9.87	-19.52	19.88	11.29	28
8737416	-0.03	-0.01	-0.04	1.42	-1.18	-9.87	-19.52	19.88	11.29	28
8748640	-0.02	-0.00	-0.04	1.30	-1.24	-9.90	-16.86	20.41	10.43	28
8759856	0.01	-0.03	-0.04	1.22	-1.24	-9.93	-16.86	20.41	10.43	28
8770936	0.01	-0.03	-0.04	1.22	-1.24	-9.93	-16.86	20.41	10.43	28
8781984	0.03	-0.07	-0.05	1.13	-1.28	-9.85	-16.86	20.41	10.43	28
8793008	0.03	-0.07	-0.05	1.13	-1.28	-9.85	-16.86	20.41	10.43	28
8804056	0.04	-0.11	-0.06	1.12	-1.29	-9.81	-16.86	20.41	10.43	28
8815104	0.04	-0.11	-0.06	1.12	-1.29	-9.81	-16.86	20.41	10.43	28
8826188	0.06	-0.14	-0.06	1.09	-1.32	-9.76	-16.86	20.41	10.43	28
8837216	0.06	-0.14	-0.06	1.09	-1.32	-9.76	-16.86	20.41	10.43	28
8848260	0.08	-0.16	-0.06	1.16	-1.31	-9.78	-16.86	20.41	10.43	28
8859312	0.11	-0.16	-0.06	1.22	-1.29	-9.94	-16.86	20.41	10.43	28
8870364	0.11	-0.16	-0.06	1.22	-1.29	-9.94	-16.86	20.41	10.43	28
8881440	0.14	-0.15	-0.06	1.23	-1.30	-9.98	-17.92	19.70	12.14	28
8892488	0.14	-0.15	-0.06	1.23	-1.30	-9.98	-17.92	19.70	12.14	28
8903512	0.15	-0.13	-0.05	1.13	-1.38	-9.85	-17.92	19.70	12.14	28
8914560	0.15	-0.13	-0.05	1.13	-1.38	-9.85	-17.92	19.70	12.14	28
8925616	0.15	-0.12	-0.06	1.08	-1.44	-9.80	-17.92	19.70	12.14	28
8936688	0.15	-0.12	-0.06	1.08	-1.44	-9.80	-17.92	19.70	12.14	28
8947708	0.14	-0.11	-0.07	0.99	-1.50	-9.75	-17.92	19.70	12.14	28
8958764	0.14	-0.11	-0.07	0.99	-1.50	-9.75	-17.92	19.70	12.14	28
8969812	0.11	-0.10	-0.09	0.96	-1.51	-9.68	-17.92	19.70	12.14	28
8980888	0.09	-0.09	-0.11	0.98	-1.51	-9.82	-17.92	19.70	12.14	28
8991940	0.09	-0.09	-0.11	0.98	-1.51	-9.82	-17.92	19.70	12.14	28
9002964	0.07	-0.08	-0.13	0.99	-1.50	-10.01	-15.97	19.52	10.95	28
9014180	0.07	-0.08	-0.13	0.99	-1.50	-10.01	-15.97	19.52	10.95	28
9025404	0.07	-0.07	-0.13	0.94	-1.52	-10.12	-15.97	19.52	10.95	28
9036620	0.07	-0.07	-0.13	0.94	-1.52	-10.12	-15.97	19.52	10.95	28
9047844	0.10	-0.07	-0.13	0.86	-1.51	-10.18	-15.97	19.52	10.95	28
9059064	0.14	-0.07	-0.13	0.84	-1.51	-10.19	-15.97	19.52	10.95	28
9070280	0.14	-0.07	-0.13	0.84	-1.51	-10.19	-15.97	19.52	10.95	28
9081500	0.17	-0.07	-0.12	0.84	-1.51	-10.22	-15.97	19.52	10.95	28
9092720	0.17	-0.07	-0.12	0.84	-1.51	-10.22	-15.97	19.52	10.95	28
9103940	0.17	-0.06	-0.13	0.79	-1.53	-10.19	-15.97	19.52	10.95	28
